Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Hartford/Springfield,Weekly,"2019-01-13 00:00:00",Conventional,1.320000000,393301.80,6847.61,309985.90,800.04,75668.25,66934.22,8734.03,0.00
Houston,Weekly,"2019-01-13 00:00:00",Conventional,0.730000000,1706041.83,722612.53,260999.23,2677.18,719752.89,256121.77,463590.01,41.11
Indianapolis,Weekly,"2019-01-13 00:00:00",Conventional,0.840000000,330516.35,70756.34,48560.22,6868.58,204331.21,177425.61,21821.10,5084.50
Jacksonville,Weekly,"2019-01-13 00:00:00",Conventional,0.980000000,275550.64,163607.41,12610.96,1840.91,97491.36,36544.36,60943.67,3.33
"Las Vegas",Weekly,"2019-01-13 00:00:00",Conventional,1.000000000,384537.37,62982.59,108892.61,10177.98,202484.19,81083.12,121401.07,0.00
"Los Angeles",Weekly,"2019-01-13 00:00:00",Conventional,0.880000000,3733627.70,1111448.34,861134.99,70803.45,1690240.92,1582259.22,52635.06,55346.64
Louisville,Weekly,"2019-01-13 00:00:00",Conventional,0.970000000,155841.43,38183.95,18673.48,441.47,98542.53,72193.80,26342.06,6.67
"Miami/Ft. Lauderdale",Weekly,"2019-01-13 00:00:00",Conventional,0.960000000,1179790.52,735127.08,71785.56,7171.73,365706.15,120334.62,245371.53,0.00
Midsouth,Weekly,"2019-01-13 00:00:00",Conventional,1.060000000,4470991.55,1390474.95,1095808.57,44082.07,1940625.96,1612665.31,327887.32,73.33
Nashville,Weekly,"2019-01-13 00:00:00",Conventional,0.930000000,331216.01,141911.16,10233.43,546.70,178524.72,132369.17,46152.22,3.33
"New Orleans/Mobile",Weekly,"2019-01-13 00:00:00",Conventional,0.980000000,367687.41,224769.15,22095.81,1434.00,119388.45,77529.30,41849.15,10.00
"New York",Weekly,"2019-01-13 00:00:00",Conventional,1.150000000,2282721.60,48333.11,1562315.31,15740.80,656332.38,613242.03,43043.44,46.91
Northeast,Weekly,"2019-01-13 00:00:00",Conventional,1.170000000,5977802.02,265534.32,3977644.86,26490.18,1708132.66,1439733.56,268334.21,64.89
"Northern New England",Weekly,"2019-01-13 00:00:00",Conventional,1.260000000,514871.34,11714.63,438853.94,240.50,64062.27,31065.83,32996.44,0.00
Orlando,Weekly,"2019-01-13 00:00:00",Conventional,0.940000000,654176.29,374090.12,30112.86,5993.00,243980.31,101455.17,142511.81,13.33
Philadelphia,Weekly,"2019-01-13 00:00:00",Conventional,1.010000000,705215.88,36604.44,391698.99,3899.23,273013.22,254109.71,18903.51,0.00
Phoenix/Tucson,Weekly,"2019-01-13 00:00:00",Conventional,0.620000000,1792436.20,917801.96,271881.58,20895.51,581857.15,226591.44,355265.71,0.00
Pittsburgh,Weekly,"2019-01-13 00:00:00",Conventional,1.200000000,125433.83,35833.04,15895.25,1708.86,71996.68,40826.29,31170.39,0.00
Plains,Weekly,"2019-01-13 00:00:00",Conventional,1.050000000,2415656.16,1039456.17,566307.60,26757.03,783135.36,680346.73,101546.49,1242.14
Portland,Weekly,"2019-01-13 00:00:00",Conventional,1.100000000,705685.74,76862.60,253499.89,28382.87,346940.38,112595.15,233618.02,727.21
Raleigh/Greensboro,Weekly,"2019-01-13 00:00:00",Conventional,1.050000000,435689.60,172269.50,79111.25,10015.35,174293.50,148474.18,25815.99,3.33
Richmond/Norfolk,Weekly,"2019-01-13 00:00:00",Conventional,0.890000000,404277.48,131972.00,71653.70,2809.75,197842.03,166629.04,31192.99,20.00
Roanoke,Weekly,"2019-01-13 00:00:00",Conventional,0.860000000,269460.88,75106.76,37064.28,166.72,157123.12,129923.07,27196.72,3.33
Sacramento,Weekly,"2019-01-13 00:00:00",Conventional,1.030000000,575529.52,131361.78,370133.82,2503.51,71530.41,63609.51,6221.74,1699.16
"San Diego",Weekly,"2019-01-13 00:00:00",Conventional,0.830000000,722845.67,134890.94,344989.91,12381.69,230583.13,217861.84,12691.44,29.85
"San Francisco",Weekly,"2019-01-13 00:00:00",Conventional,1.190000000,1039807.29,175171.77,729939.63,9557.49,125138.40,116995.37,5099.16,3043.87
Seattle,Weekly,"2019-01-13 00:00:00",Conventional,1.370000000,612395.80,95995.94,177432.72,1397.22,337569.92,109027.77,227816.30,725.85
"South Carolina",Weekly,"2019-01-13 00:00:00",Conventional,1.000000000,572800.55,311529.71,58273.00,4499.40,198498.44,138101.47,60180.30,216.67
"South Central",Weekly,"2019-01-13 00:00:00",Conventional,0.780000000,8161549.06,3741714.26,1320070.49,104248.83,2995515.48,1645203.94,1341866.04,8445.50
Southeast,Weekly,"2019-01-13 00:00:00",Conventional,0.950000000,6429201.94,3528514.54,355875.90,36352.32,2508459.18,1314017.27,1194040.80,401.11
Spokane,Weekly,"2019-01-13 00:00:00",Conventional,1.190000000,108836.02,24763.86,25835.07,207.47,58029.62,22724.47,35175.38,129.77
"St. Louis",Weekly,"2019-01-13 00:00:00",Conventional,1.160000000,214277.11,98193.45,10827.81,796.03,104459.82,69035.03,35404.79,20.00
Syracuse,Weekly,"2019-01-13 00:00:00",Conventional,1.120000000,90712.80,4759.84,52252.82,126.00,33574.14,15047.91,18526.23,0.00
Tampa,Weekly,"2019-01-13 00:00:00",Conventional,0.960000000,735785.93,414100.98,39790.86,3454.84,278439.25,98732.52,179703.40,3.33
West,Weekly,"2019-01-13 00:00:00",Conventional,0.960000000,8344562.14,2530660.22,1831925.08,157394.96,3824581.88,1432426.80,2389752.92,2402.16
"West Tex/New Mexico",Weekly,"2019-01-13 00:00:00",Conventional,0.860000000,958042.97,466377.36,130997.77,48142.35,312525.49,215343.06,97159.10,23.33
"Total U.S.",Weekly,"2019-01-13 00:00:00",Organic,1.480000000,1618207.00,143351.55,251981.54,4046.99,1218814.15,1062864.59,155905.58,43.98
Albany,Weekly,"2019-01-13 00:00:00",Organic,1.280000000,6013.38,35.38,525.16,0.00,5452.84,5452.84,0.00,0.00
Atlanta,Weekly,"2019-01-13 00:00:00",Organic,1.690000000,13862.81,268.98,3362.54,0.00,10231.29,5843.58,4387.71,0.00
Baltimore/Washington,Weekly,"2019-01-13 00:00:00",Organic,1.220000000,65114.19,674.94,5268.84,24.12,59146.29,58776.80,369.49,0.00
Boise,Weekly,"2019-01-13 00:00:00",Organic,1.720000000,3584.90,4.02,954.14,0.00,2626.74,1325.37,1301.37,0.00
Boston,Weekly,"2019-01-13 00:00:00",Organic,1.460000000,38679.91,34.54,2544.47,0.00,36100.90,20562.17,15538.73,0.00
Buffalo/Rochester,Weekly,"2019-01-13 00:00:00",Organic,1.070000000,25713.19,514.54,136.94,0.00,25061.71,18428.84,6632.87,0.00
California,Weekly,"2019-01-13 00:00:00",Organic,1.720000000,199689.73,45756.06,59096.59,0.00,94837.08,94817.65,19.43,0.00
Charlotte,Weekly,"2019-01-13 00:00:00",Organic,1.810000000,13456.14,80.50,5085.71,88.01,8201.92,7236.54,965.38,0.00
Chicago,Weekly,"2019-01-13 00:00:00",Organic,1.400000000,75950.20,646.30,10999.65,0.00,64304.25,64304.25,0.00,0.00
Cincinnati/Dayton,Weekly,"2019-01-13 00:00:00",Organic,1.620000000,12141.70,147.63,3721.23,0.00,8272.84,4186.36,4086.48,0.00
Columbus,Weekly,"2019-01-13 00:00:00",Organic,1.140000000,14096.19,1342.64,1401.10,1.12,11351.33,10938.76,412.57,0.00
"Dallas/Ft. Worth",Weekly,"2019-01-13 00:00:00",Organic,1.410000000,29932.12,6502.64,172.97,428.76,22827.75,13333.30,9494.45,0.00
Denver,Weekly,"2019-01-13 00:00:00",Organic,1.600000000,21663.69,4957.17,1428.85,29.15,15248.52,15112.82,135.70,0.00
Detroit,Weekly,"2019-01-13 00:00:00",Organic,1.200000000,16688.20,530.43,2895.97,0.00,13261.80,12989.68,272.12,0.00
"Grand Rapids",Weekly,"2019-01-13 00:00:00",Organic,1.240000000,14677.69,24.21,3677.01,0.00,10976.47,10935.33,41.14,0.00
"Great Lakes",Weekly,"2019-01-13 00:00:00",Organic,1.290000000,258004.82,7504.59,32614.90,1.54,217871.02,204903.88,12967.14,0.00
Harrisburg/Scranton,Weekly,"2019-01-13 00:00:00",Organic,1.160000000,28225.14,289.56,264.82,0.00,27670.76,27670.76,0.00,0.00
Hartford/Springfield,Weekly,"2019-01-13 00:00:00",Organic,1.800000000,17151.18,78.02,6657.79,0.00,10415.37,10415.37,0.00,0.00
Houston,Weekly,"2019-01-13 00:00:00",Organic,1.310000000,38827.51,5346.41,18.27,0.00,33462.83,33262.83,200.00,0.00
Indianapolis,Weekly,"2019-01-13 00:00:00",Organic,1.330000000,10430.34,456.97,1187.05,0.00,8786.32,5598.87,3187.45,0.00
Jacksonville,Weekly,"2019-01-13 00:00:00",Organic,1.510000000,2991.39,186.42,132.81,0.00,2672.16,2632.22,39.94,0.00
"Las Vegas",Weekly,"2019-01-13 00:00:00",Organic,1.580000000,13053.28,1541.97,2558.60,0.00,8952.71,8942.43,10.28,0.00
"Los Angeles",Weekly,"2019-01-13 00:00:00",Organic,1.530000000,113283.24,21363.72,24763.73,0.00,67155.79,67136.29,19.50,0.00
Louisville,Weekly,"2019-01-13 00:00:00",Organic,1.320000000,4859.88,9.62,1153.88,0.00,3696.38,3155.50,540.88,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-01-13 00:00:00",Organic,1.410000000,10478.55,1390.79,79.61,0.00,9008.15,9008.15,0.00,0.00
Midsouth,Weekly,"2019-01-13 00:00:00",Organic,1.430000000,214213.50,3113.77,37496.98,380.81,173221.94,162388.15,10833.79,0.00
Nashville,Weekly,"2019-01-13 00:00:00",Organic,1.640000000,3920.03,256.79,1721.26,0.00,1941.98,691.46,1250.52,0.00
"New Orleans/Mobile",Weekly,"2019-01-13 00:00:00",Organic,1.530000000,3694.40,756.18,16.00,0.00,2922.22,2875.55,46.67,0.00
"New York",Weekly,"2019-01-13 00:00:00",Organic,1.710000000,90089.58,11980.13,12140.55,36.22,65932.68,65930.67,2.01,0.00
Northeast,Weekly,"2019-01-13 00:00:00",Organic,1.400000000,358895.70,19099.68,33622.75,31.40,306141.87,268479.78,37662.09,0.00
"Northern New England",Weekly,"2019-01-13 00:00:00",Organic,1.290000000,51986.19,0.00,6478.92,0.00,45507.27,36242.94,9264.33,0.00
Orlando,Weekly,"2019-01-13 00:00:00",Organic,1.430000000,8608.27,331.49,9.00,0.00,8267.78,8267.78,0.00,0.00
Philadelphia,Weekly,"2019-01-13 00:00:00",Organic,1.310000000,36167.52,2671.32,3229.20,0.00,30267.00,30265.58,1.42,0.00
Phoenix/Tucson,Weekly,"2019-01-13 00:00:00",Organic,1.500000000,21331.99,2796.08,4774.25,0.00,13761.66,13737.63,24.03,0.00
Pittsburgh,Weekly,"2019-01-13 00:00:00",Organic,1.250000000,17723.85,1145.49,7.86,0.00,16570.50,16570.50,0.00,0.00
Plains,Weekly,"2019-01-13 00:00:00",Organic,1.250000000,96254.32,17289.96,16116.91,2.15,62845.30,56001.48,6843.82,0.00
Portland,Weekly,"2019-01-13 00:00:00",Organic,1.810000000,32096.91,893.42,9272.89,0.00,21930.60,6247.30,15677.54,5.76
Raleigh/Greensboro,Weekly,"2019-01-13 00:00:00",Organic,2.070000000,17244.60,74.64,5785.01,93.86,11291.09,10722.22,568.87,0.00
Richmond/Norfolk,Weekly,"2019-01-13 00:00:00",Organic,1.200000000,24797.93,53.19,2979.85,32.49,21732.40,20438.50,1293.90,0.00
Roanoke,Weekly,"2019-01-13 00:00:00",Organic,1.370000000,12040.44,294.04,1520.17,0.00,10226.23,8508.98,1717.25,0.00
Sacramento,Weekly,"2019-01-13 00:00:00",Organic,1.970000000,8399.56,2398.06,2747.10,0.00,3254.40,3254.40,0.00,0.00
"San Diego",Weekly,"2019-01-13 00:00:00",Organic,1.560000000,16684.57,3962.28,8401.78,0.00,4320.51,4320.51,0.00,0.00
"San Francisco",Weekly,"2019-01-13 00:00:00",Organic,2.500000000,25954.52,12137.59,9249.86,0.00,4567.07,4567.07,0.00,0.00
Seattle,Weekly,"2019-01-13 00:00:00",Organic,2.060000000,51536.79,1257.98,18526.91,3.99,31747.91,6019.77,25701.53,26.61
"South Carolina",Weekly,"2019-01-13 00:00:00",Organic,1.520000000,17440.89,155.36,4173.11,42.05,13070.37,12076.37,994.00,0.00
"South Central",Weekly,"2019-01-13 00:00:00",Organic,1.390000000,152231.70,25177.38,3781.30,2962.49,120310.53,93853.82,26456.71,0.00
Southeast,Weekly,"2019-01-13 00:00:00",Organic,1.530000000,99725.82,3768.48,12449.99,44.87,83462.48,75317.47,8145.01,0.00
Spokane,Weekly,"2019-01-13 00:00:00",Organic,1.800000000,5375.52,170.87,1764.90,0.00,3439.75,1406.66,2018.67,14.42
"St. Louis",Weekly,"2019-01-13 00:00:00",Organic,1.280000000,17015.03,8481.60,1643.75,0.00,6889.68,6735.04,154.64,0.00
Syracuse,Weekly,"2019-01-13 00:00:00",Organic,1.100000000,10774.27,187.31,172.88,0.00,10414.08,8019.53,2394.55,0.00
Tampa,Weekly,"2019-01-13 00:00:00",Organic,1.460000000,8314.62,273.05,7.13,0.00,8034.44,8034.44,0.00,0.00
West,Weekly,"2019-01-13 00:00:00",Organic,1.750000000,239191.45,21641.65,56802.14,623.71,160123.95,107102.36,52977.61,43.98
"West Tex/New Mexico",Weekly,"2019-01-13 00:00:00",Organic,1.590000000,19214.38,1404.47,1711.49,1707.49,14390.93,13319.56,1071.37,0.00
"Total U.S.",Weekly,"2019-01-20 00:00:00",Conventional,0.990000000,47145264.29,13843021.42,13453612.06,1328746.49,18519884.32,12840426.17,5419914.54,259543.61
Albany,Weekly,"2019-01-20 00:00:00",Conventional,1.170000000,168796.32,4646.85,145017.45,190.22,18941.80,12096.60,6845.20,0.00
Atlanta,Weekly,"2019-01-20 00:00:00",Conventional,0.910000000,846224.79,375933.94,36074.70,4003.50,430212.65,305458.20,124411.11,343.34
Baltimore/Washington,Weekly,"2019-01-20 00:00:00",Conventional,1.270000000,990972.13,119478.77,482956.70,8226.16,380310.50,366786.95,13516.88,6.67
Boise,Weekly,"2019-01-20 00:00:00",Conventional,1.180000000,112194.79,49047.81,5938.93,13532.30,43675.75,24017.64,19618.98,39.13
Boston,Weekly,"2019-01-20 00:00:00",Conventional,1.290000000,870015.36,11262.13,663919.98,1981.89,192851.36,163664.03,29187.33,0.00
Buffalo/Rochester,Weekly,"2019-01-20 00:00:00",Conventional,1.140000000,235528.53,13044.94,99195.64,327.12,122960.83,84505.85,38448.31,6.67
California,Weekly,"2019-01-20 00:00:00",Conventional,1.060000000,7021759.49,1927707.65,2698186.80,122372.99,2273492.05,2120880.78,81374.20,71237.07
Charlotte,Weekly,"2019-01-20 00:00:00",Conventional,0.880000000,387276.13,108158.33,53830.26,6846.83,218440.71,201384.04,16944.02,112.65
Chicago,Weekly,"2019-01-20 00:00:00",Conventional,1.240000000,814578.60,145294.35,445447.52,38751.74,185084.99,136205.56,40867.80,8011.63
Cincinnati/Dayton,Weekly,"2019-01-20 00:00:00",Conventional,0.680000000,488775.41,69416.24,59350.43,26626.86,333381.88,311968.17,20979.35,434.36
Columbus,Weekly,"2019-01-20 00:00:00",Conventional,0.850000000,301045.77,76588.11,54524.42,4245.99,165687.25,142890.25,22767.57,29.43
"Dallas/Ft. Worth",Weekly,"2019-01-20 00:00:00",Conventional,0.730000000,1709004.59,741144.97,266039.60,28164.97,673655.05,420751.96,243847.22,9055.87
Denver,Weekly,"2019-01-20 00:00:00",Conventional,1.070000000,973399.25,161634.26,169959.64,18826.44,622978.91,213483.36,409148.42,347.13
Detroit,Weekly,"2019-01-20 00:00:00",Conventional,0.890000000,696892.16,129188.45,121904.18,168000.26,277799.27,236062.69,17166.73,24569.85
"Grand Rapids",Weekly,"2019-01-20 00:00:00",Conventional,0.980000000,372238.73,5403.61,136139.43,162965.18,67730.51,25182.53,2040.24,40507.74
"Great Lakes",Weekly,"2019-01-20 00:00:00",Conventional,0.940000000,5422420.84,872090.82,1582994.15,684106.43,2283229.44,1729168.41,396976.08,157084.95
Harrisburg/Scranton,Weekly,"2019-01-20 00:00:00",Conventional,1.050000000,397799.74,72127.13,180480.32,919.60,144272.69,140325.05,3940.97,6.67
Hartford/Springfield,Weekly,"2019-01-20 00:00:00",Conventional,1.360000000,392021.35,7635.16,284738.83,716.33,98931.03,91753.38,7177.65,0.00
Houston,Weekly,"2019-01-20 00:00:00",Conventional,0.740000000,1629647.93,691568.41,236935.04,2336.18,698808.30,313817.79,384964.96,25.55
Indianapolis,Weekly,"2019-01-20 00:00:00",Conventional,0.830000000,315277.04,56316.50,94543.68,7414.58,157002.28,133751.81,17786.29,5464.18
Jacksonville,Weekly,"2019-01-20 00:00:00",Conventional,1.080000000,237809.99,127515.18,10142.62,1577.39,98574.80,46321.85,52249.62,3.33
"Las Vegas",Weekly,"2019-01-20 00:00:00",Conventional,0.960000000,381342.59,76318.38,113251.23,9605.12,182167.86,89879.70,92284.83,3.33
"Los Angeles",Weekly,"2019-01-20 00:00:00",Conventional,0.950000000,3319348.03,1134380.22,528178.34,75742.06,1581047.41,1481196.45,48784.90,51066.06
Louisville,Weekly,"2019-01-20 00:00:00",Conventional,0.970000000,147557.38,31561.46,28710.38,614.74,86670.80,59566.93,26217.21,886.66
"Miami/Ft. Lauderdale",Weekly,"2019-01-20 00:00:00",Conventional,1.090000000,880068.90,534221.71,50386.91,6279.09,289181.19,138760.84,150417.02,3.33
Midsouth,Weekly,"2019-01-20 00:00:00",Conventional,1.010000000,4440543.06,1149879.35,1065865.53,36998.80,2187799.38,1869627.21,312611.15,5561.02
Nashville,Weekly,"2019-01-20 00:00:00",Conventional,0.940000000,306952.17,132624.79,9825.65,611.68,163890.05,112356.88,51529.84,3.33
"New Orleans/Mobile",Weekly,"2019-01-20 00:00:00",Conventional,1.040000000,356023.96,196536.92,23668.33,989.63,134829.08,93233.65,41312.09,283.34
"New York",Weekly,"2019-01-20 00:00:00",Conventional,1.270000000,2142388.93,51361.96,1158902.96,11302.91,920821.10,702695.51,218072.14,53.45
Northeast,Weekly,"2019-01-20 00:00:00",Conventional,1.190000000,6578641.08,335718.38,3986124.85,22328.62,2234469.23,1710736.23,523646.17,86.83
"Northern New England",Weekly,"2019-01-20 00:00:00",Conventional,1.050000000,872201.52,15092.60,789416.38,280.07,67412.47,35764.21,31641.59,6.67
Orlando,Weekly,"2019-01-20 00:00:00",Conventional,1.040000000,539310.68,302314.31,21442.72,5445.38,210108.27,105241.45,104866.82,0.00
Philadelphia,Weekly,"2019-01-20 00:00:00",Conventional,1.100000000,656719.64,37383.05,301122.03,2275.37,315939.19,252502.92,63432.94,3.33
Phoenix/Tucson,Weekly,"2019-01-20 00:00:00",Conventional,0.720000000,1469204.32,592028.09,324727.02,21066.41,531382.80,241148.07,290224.73,10.00
Pittsburgh,Weekly,"2019-01-20 00:00:00",Conventional,0.940000000,179251.48,62212.79,25149.15,3049.69,88839.85,45012.35,43827.50,0.00
Plains,Weekly,"2019-01-20 00:00:00",Conventional,1.030000000,2479943.45,939350.29,707079.71,27143.88,806369.57,693656.19,109853.14,2860.24
Portland,Weekly,"2019-01-20 00:00:00",Conventional,0.990000000,737493.96,81473.25,323551.42,24680.48,307788.81,127156.16,180030.76,601.89
Raleigh/Greensboro,Weekly,"2019-01-20 00:00:00",Conventional,0.900000000,488409.10,134089.79,70216.70,7993.38,276109.23,256470.80,19631.76,6.67
Richmond/Norfolk,Weekly,"2019-01-20 00:00:00",Conventional,0.890000000,352765.24,89877.55,79206.16,2002.63,181678.90,154388.39,27287.18,3.33
Roanoke,Weekly,"2019-01-20 00:00:00",Conventional,0.920000000,209215.41,55678.01,35946.38,168.85,117422.17,90850.03,26225.48,346.66
Sacramento,Weekly,"2019-01-20 00:00:00",Conventional,1.210000000,552180.10,116899.83,355795.35,3241.05,76243.87,67362.46,5357.00,3524.41
"San Diego",Weekly,"2019-01-20 00:00:00",Conventional,1.040000000,579057.73,127319.00,209964.22,14170.28,227604.23,214813.47,12779.45,11.31
"San Francisco",Weekly,"2019-01-20 00:00:00",Conventional,1.220000000,1035642.15,153753.45,758217.13,10314.05,113357.52,105511.45,3894.26,3951.81
Seattle,Weekly,"2019-01-20 00:00:00",Conventional,1.350000000,564588.71,116256.76,169200.36,1074.31,278057.28,126066.53,151784.86,205.89
"South Carolina",Weekly,"2019-01-20 00:00:00",Conventional,0.970000000,556903.60,266497.45,53624.19,4606.51,232175.45,175999.06,55978.85,197.54
"South Central",Weekly,"2019-01-20 00:00:00",Conventional,0.790000000,7959120.55,3527921.48,1219159.54,200407.72,3011631.81,1803597.40,1191779.54,16254.87
Southeast,Weekly,"2019-01-20 00:00:00",Conventional,1.010000000,5538561.85,2913798.04,292100.36,32329.09,2300334.36,1376412.46,921635.59,2286.31
Spokane,Weekly,"2019-01-20 00:00:00",Conventional,1.200000000,101849.54,26747.66,26809.67,180.35,48111.86,24893.46,23194.24,24.16
"St. Louis",Weekly,"2019-01-20 00:00:00",Conventional,1.200000000,191511.28,80255.40,9135.98,568.69,101551.21,70806.75,30737.79,6.67
Syracuse,Weekly,"2019-01-20 00:00:00",Conventional,1.140000000,118531.23,6530.33,64317.65,133.00,47550.25,34955.23,12588.35,6.67
Tampa,Weekly,"2019-01-20 00:00:00",Conventional,1.070000000,562716.91,306602.59,27537.24,3073.68,225503.40,99081.74,126408.33,13.33
West,Weekly,"2019-01-20 00:00:00",Conventional,0.980000000,7704273.91,2176555.40,1902101.12,203058.97,3422558.42,1536347.46,1882038.66,4172.30
"West Tex/New Mexico",Weekly,"2019-01-20 00:00:00",Conventional,0.790000000,1041640.83,486627.63,151842.72,109688.43,293482.05,219825.48,73642.64,13.93
"Total U.S.",Weekly,"2019-01-20 00:00:00",Organic,1.520000000,1647038.75,148018.10,255799.00,7280.38,1235928.09,963874.71,272001.78,51.60
Albany,Weekly,"2019-01-20 00:00:00",Organic,1.440000000,4690.37,15.83,521.20,0.00,4153.34,4153.34,0.00,0.00
Atlanta,Weekly,"2019-01-20 00:00:00",Organic,1.700000000,17487.44,154.25,3919.76,0.00,13413.43,6100.78,7312.65,0.00
Baltimore/Washington,Weekly,"2019-01-20 00:00:00",Organic,1.290000000,51058.04,1241.24,5278.35,46.59,44491.86,44412.12,79.74,0.00
Boise,Weekly,"2019-01-20 00:00:00",Organic,1.800000000,3065.66,36.25,1137.22,0.00,1892.19,650.99,1241.20,0.00
Boston,Weekly,"2019-01-20 00:00:00",Organic,1.400000000,39243.75,50.98,2616.80,0.00,36575.97,24531.82,12044.15,0.00
Buffalo/Rochester,Weekly,"2019-01-20 00:00:00",Organic,1.150000000,17478.98,741.25,247.18,0.00,16490.55,6955.05,9535.50,0.00
California,Weekly,"2019-01-20 00:00:00",Organic,1.820000000,197455.79,38084.51,57798.73,0.00,101572.55,101546.09,26.46,0.00
Charlotte,Weekly,"2019-01-20 00:00:00",Organic,1.670000000,13634.46,79.95,4641.45,87.68,8825.38,8387.59,437.79,0.00
Chicago,Weekly,"2019-01-20 00:00:00",Organic,1.590000000,65164.24,614.46,7826.42,0.00,56723.36,56716.69,6.67,0.00
Cincinnati/Dayton,Weekly,"2019-01-20 00:00:00",Organic,1.710000000,13815.57,116.28,3297.07,0.00,10402.22,3236.08,7166.14,0.00
Columbus,Weekly,"2019-01-20 00:00:00",Organic,1.420000000,10989.81,534.61,1537.85,0.00,8917.35,6107.60,2809.75,0.00
"Dallas/Ft. Worth",Weekly,"2019-01-20 00:00:00",Organic,1.380000000,32783.17,6161.53,300.34,566.80,25754.50,16148.65,9605.85,0.00
Denver,Weekly,"2019-01-20 00:00:00",Organic,1.480000000,31552.76,6684.83,1505.33,29.22,23333.38,23109.00,224.38,0.00
Detroit,Weekly,"2019-01-20 00:00:00",Organic,1.320000000,20409.03,1166.99,2767.26,4.16,16470.62,12870.86,3599.76,0.00
"Grand Rapids",Weekly,"2019-01-20 00:00:00",Organic,1.330000000,12431.37,120.14,3572.66,0.00,8738.57,8725.86,12.71,0.00
"Great Lakes",Weekly,"2019-01-20 00:00:00",Organic,1.480000000,225571.32,7416.85,29423.54,4.63,188713.12,158243.49,30469.63,0.00
Harrisburg/Scranton,Weekly,"2019-01-20 00:00:00",Organic,1.210000000,25830.16,360.46,282.48,0.00,25187.22,25187.22,0.00,0.00
